37,Female,46,1985-12-22 00:00:00,Social Worker,Health,High Net Worth,N,No,16.0
38,Female,37,1955-10-29 00:00:00,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,20.0
39,Male,5,1979-04-16 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,22.0
40,Female,91,1981-10-27 00:00:00,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,No,14.0
41,Male,64,1976-04-14 00:00:00,Food Chemist,Health,Mass Customer,N,No,16.0
42,Female,24,1977-03-28 00:00:00,Accountant III,Manufacturing,Mass Customer,N,No,18.0
43,Female,38,1983-03-01 00:00:00,Director of Sales,Retail,Mass Customer,N,No,5.0
44,Male,63,1981-10-18 00:00:00,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0
45,Male,64,1975-09-23 00:00:00,Senior Financial Analyst,Financial Services,Mass Customer,N,No,8.0
46,Female,98,1972-02-26 00:00:00,,,Affluent Customer,N,Yes,15.0
47,Male,51,1992-10-22 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,2.0
48,Female,46,1975-08-15 00:00:00,Biostatistician II,,Mass Customer,N,Yes,8.0
49,Male,63,1994-01-26 00:00:00,VP Quality Control,,Affluent Customer,N,No,1.0
50,Male,38,1980-10-01 00:00:00,Account Executive,Manufacturing,Mass Customer,N,Yes,16.0
51,Male,68,1959-12-05 00:00:00,Computer Systems Analyst II,Retail,Mass Customer,N,No,18.0
52,Male,57,1988-06-22 00:00:00,,Financial Services,Mass Customer,N,Yes,13.0
53,Female,22,1954-04-18 00:00:00,Software Test Engineer II,Financial Services,Mass Customer,N,No,16.0
54,Femal,2,1966-07-24 00:00:00,Sales Associate,Property,Mass Customer,N,Yes,18.0
55,Male,48,1956-09-24 00:00:00,Paralegal,Financial Services,Affluent Customer,N,Yes,7.0
56,Male,44,1996-07-04 00:00:00,VP Sales,Property,Mass Customer,N,Yes,4.0
57,M,87,1988-06-13 00:00:00,Chief Design Engineer,,Mass Customer,N,Yes,13.0
58,Female,26,1967-07-04 00:00:00,Office Assistant III,Financial Services,Affluent Customer,N,Yes,17.0
59,Male,60,2000-02-08 00:00:00,Physical Therapy Assistant,,High Net Worth,N,No,3.0
60,Female,18,1970-02-04 00:00:00,,Manufacturing,Mass Customer,N,No,10.0
61,Female,47,1959-11-29 00:00:00,Help Desk Operator,Property,High Net Worth,N,No,13.0
62,Female,38,1979-07-06 00:00:00,,IT,Mass Customer,N,Yes,22.0
63,Female,58,1965-07-03 00:00:00,Senior Quality Engineer,Retail,Mass Customer,N,Yes,16.0
64,Male,73,1978-03-25 00:00:00,Legal Assistant,IT,High Net Worth,N,No,4.0
65,Male,21,1976-04-01 00:00:00,Information Systems Manager,Financial Services,Affluent Customer,N,Yes,15.0
66,Male,46,2002-03-11 00:00:00,Account Executive,Argiculture,High Net Worth,N,No,1.0
67,Male,67,1960-06-14 00:00:00,Web Developer II,Retail,Mass Customer,N,No,18.0
68,Female,37,1974-04-21 00:00:00,Information Systems Manager,,Affluent Customer,N,No,9.0
69,Female,16,1969-06-22 00:00:00,Web Developer II,,Mass Customer,N,No,6.0
70,Male,78,1993-02-27 00:00:00,Paralegal,Financial Services,Affluent Customer,N,No,8.0
71,Male,30,1985-01-27 00:00:00,Research Associate,Argiculture,Affluent Customer,N,Yes,12.0
72,Male,93,1972-02-13 00:00:00,Administrative Officer,Manufacturing,Affluent Customer,N,Yes,16.0
73,Female,16,1960-05-27 00:00:00,Teacher,,Affluent Customer,N,Yes,5.0
74,Female,94,1969-06-19 00:00:00,,,Mass Customer,N,Yes,6.0
75,Female,28,1978-07-15 00:00:00,VP Product Management,Property,Mass Customer,N,No,19.0
76,Female,20,1978-01-23 00:00:00,Statistician II,Retail,High Net Worth,N,Yes,18.0
77,Male,79,1989-09-12 00:00:00,Automation Specialist IV,Financial Services,Mass Customer,N,No,7.0
78,Male,37,1985-03-12 00:00:00,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8.0
79,Female,76,1968-10-02 00:00:00,Account Executive,Manufacturing,Mass Customer,N,No,18.0
80,Male,11,1978-04-24 00:00:00,Data Coordiator,Entertainment,Mass Customer,N,No,13.0
81,Female,58,1986-09-04 00:00:00,,Health,High Net Worth,N,No,13.0
82,Female,93,1965-06-28 00:00:00,Software Test Engineer III,Property,High Net Worth,N,No,19.0
83,Male,97,1967-02-26 00:00:00,Internal Auditor,IT,Mass Customer,N,Yes,18.0
84,Male,78,1958-02-07 00:00:00,Accountant III,,Mass Customer,N,Yes,14.0
85,Male,1,1958-05-21 00:00:00,Analyst Programmer,,Mass Customer,N,No,8.0
86,Male,75,1989-03-04 00:00:00,Occupational Therapist,Health,High Net Worth,N,Yes,7.0
87,Male,78,1974-04-23 00:00:00,Editor,Financial Services,Mass Customer,N,No,8.0
88,Female,41,1966-02-03 00:00:00,Help Desk Operator,Property,High Net Worth,N,Yes,7.0
89,Male,74,1967-01-22 00:00:00,Speech Pathologist,Health,Mass Customer,N,Yes,14.0
90,Male,76,1984-11-12 00:00:00,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11.0
91,Male,69,1955-02-24 00:00:00,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,17.0
92,Female,98,1980-09-11 00:00:00,Recruiting Manager,Health,Mass Customer,N,No,12.0
93,Male,63,1976-07-16 00:00:00,Project Manager,Retail,Mass Customer,N,Yes,10.0
94,Male,33,1974-08-07 00:00:00,Civil Engineer,Manufacturing,Mass Customer,N,No,21.0
95,Female,67,1960-12-25 00:00:00,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,8.0
96,Male,33,1968-08-31 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15.0
97,Male,16,1979-07-27 00:00:00,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10.0
98,Female,19,1956-03-17 00:00:00,Safety Technician IV,Health,Mass Customer,N,No,7.0
99,Male,97,1998-06-13 00:00:00,VP Accounting,Financial Services,Mass Customer,N,No,3.0
100,Male,80,1968-05-11 00:00:00,General Manager,Financial Services,Mass Customer,N,Yes,4.0
101,Male,83,1975-12-29 00:00:00,Nurse Practicioner,Manufacturing,High Net Worth,N,No,11.0
102,Male,51,1956-11-27 00:00:00,Quality Control Specialist,Manufacturing,Affluent Customer,N,No,16.0
103,Female,49,1997-04-21 00:00:00,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0
104,Female,40,1978-06-06 00:00:00,Automation Specialist II,Health,Mass Customer,N,Yes,9.0
105,Female,25,2001-09-17 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,No,1.0
106,Male,54,1966-07-03 00:00:00,Software Test Engineer III,Health,High Net Worth,N,Yes,18.0
107,Female,97,1990-07-01 00:00:00,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9.0
108,Female,4,1994-03-14 00:00:00,,,High Net Worth,N,No,3.0
109,Male,16,1978-12-11 00:00:00,Marketing Assistant,,Affluent Customer,N,Yes,4.0
110,Male,23,2000-07-31 00:00:00,,Financial Services,Affluent Customer,N,No,1.0
111,Female,65,1993-08-29 00:00:00,Analyst Programmer,,Mass Customer,N,No,2.0
112,Female,88,1975-08-12 00:00:00,Marketing Manager,Retail,High Net Worth,N,No,12.0
113,Male,67,1956-05-06 00:00:00,Staff Scientist,,Mass Customer,N,No,20.0
114,Female,10,1985-10-23 00:00:00,Teacher,Entertainment,Affluent Customer,N,No,8.0
115,Male,77,1981-12-21 00:00:00,Account Executive,Health,Mass Customer,N,No,18.0
116,Male,49,1999-02-05 00:00:00,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2.0
117,Female,75,1982-02-23 00:00:00,Marketing Manager,Manufacturing,Mass Customer,N,No,15.0
118,Male,43,1959-11-12 00:00:00,Budget/Accounting Analyst IV,,High Net Worth,N,No,19.0
119,Male,9,1981-12-04 00:00:00,Associate Professor,,High Net Worth,N,Yes,9.0
120,Male,80,1978-09-02 00:00:00,Legal Assistant,Financial Services,High Net Worth,N,Yes,4.0
121,Male,82,1957-10-02 00:00:00,Graphic Designer,Manufacturing,Mass Customer,N,No,15.0
122,Male,87,1979-04-19 00:00:00,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12.0
123,Female,85,1988-12-03 00:00:00,Analyst Programmer,Financial Services,High Net Worth,N,No,15.0
124,Female,27,1995-05-03 00:00:00,Administrative Assistant II,Health,High Net Worth,N,Yes,5.0
125,Female,94,1960-03-17 00:00:00,Computer Systems Analyst II,Property,Mass Customer,N,No,16.0
126,Male,53,1992-10-15 00:00:00,Administrative Officer,Health,Mass Customer,N,Yes,3.0
127,Female,81,1974-12-03 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,No,19.0
128,Male,73,1977-07-17 00:00:00,Systems Administrator III,Property,Mass Customer,N,Yes,12.0
129,Male,64,1985-07-20 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0
130,Male,32,1997-07-18 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0
131,Female,57,1964-10-16 00:00:00,Administrative Officer,Retail,High Net Worth,N,No,8.0
132,Female,5,1963-07-07 00:00:00,Web Designer I,Manufacturing,Mass Customer,N,Yes,9.0
133,Male,12,1977-06-13 00:00:00,VP Accounting,Financial Services,Mass Customer,N,Yes,16.0
134,Female,34,1997-08-01 00:00:00,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5.0
135,Female,18,1975-01-18 00:00:00,Internal Auditor,IT,Mass Customer,N,No,3.0
136,Male,46,1973-05-26 00:00:00,Senior Developer,Manufacturing,High Net Worth,N,Yes,7.0
137,Male,27,1987-11-21 00:00:00,Office Assistant II,Property,High Net Worth,N,No,10.0
138,Male,5,1985-04-28 00:00:00,Recruiter,Financial Services,Affluent Customer,N,Yes,13.0
139,Male,1,1964-07-28 00:00:00,Operator,Telecommunications,Affluent Customer,N,No,4.0
140,Male,9,1994-05-20 00:00:00,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2.0
141,Male,67,1954-06-25 00:00:00,Teacher,Financial Services,High Net Worth,N,Yes,10.0
142,Male,57,1967-08-07 00:00:00,Quality Engineer,Health,Affluent Customer,N,No,17.0
143,Male,19,1957-09-01 00:00:00,Operator,Argiculture,Mass Customer,N,Yes,11.0
144,U,71,,Environmental Tech,IT,Mass Customer,N,No,
145,Male,33,1997-07-21 00:00:00,Account Executive,Financial Services,Mass Customer,N,No,4.0
146,Male,34,1985-04-08 00:00:00,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8.0
147,Female,32,1973-12-06 00:00:00,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10.0
148,Female,69,1981-05-08 00:00:00,Programmer Analyst III,,Mass Customer,N,Yes,5.0
149,Female,41,1995-01-31 00:00:00,Research Nurse,Health,Mass Customer,N,Yes,1.0
150,Male,6,1983-08-23 00:00:00,Cost Accountant,Financial Services,Affluent Customer,N,No,17.0
151,Male,36,1965-01-31 00:00:00,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13.0
152,Female,5,1981-03-03 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,No,16.0
153,Female,73,1977-07-28 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0
154,Female,90,1958-02-13 00:00:00,Junior Executive,,Mass Customer,N,No,11.0
155,Male,4,1985-12-28 00:00:00,Quality Engineer,Manufacturing,Mass Customer,N,No,10.0
156,Female,23,1979-09-09 00:00:00,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0
157,Male,97,1974-11-23 00:00:00,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0
158,Male,99,1984-09-03 00:00:00,Internal Auditor,,Affluent Customer,N,No,5.0
159,Male,90,1987-05-12 00:00:00,Research Nurse,Health,Affluent Customer,N,No,13.0
160,Male,5,1964-07-15 00:00:00,Registered Nurse,Health,Mass Customer,N,No,18.0
161,Male,49,1976-01-21 00:00:00,,,Mass Customer,N,No,16.0
162,Male,90,1979-08-12 00:00:00,Nurse Practicioner,IT,Mass Customer,N,No,15.0
163,Female,58,1976-09-06 00:00:00,Librarian,Entertainment,High Net Worth,N,Yes,14.0
164,Female,55,1999-08-07 00:00:00,Senior Editor,Retail,Affluent Customer,N,Yes,1.0
165,Male,61,1984-03-25 00:00:00,Administrative Officer,Argiculture,Mass Customer,N,Yes,12.0
166,Male,54,1955-06-12 00:00:00,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6.0
167,Female,95,1969-10-27 00:00:00,,Health,High Net Worth,N,Yes,17.0
168,U,8,,General Manager,IT,Affluent Customer,N,Yes,
169,Male,20,1957-10-19 00:00:00,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5.0
170,Male,80,1975-06-02 00:00:00,Pharmacist,Health,High Net Worth,N,No,21.0
171,Female,62,1970-12-04 00:00:00,Assistant Manager,Manufacturing,Mass Customer,N,No,10.0
172,Male,54,1988-09-12 00:00:00,Editor,Manufacturing,Affluent Customer,N,Yes,6.0
173,Female,99,1997-01-02 00:00:00,General Manager,Health,Affluent Customer,N,No,1.0
174,Female,93,1989-11-26 00:00:00,Food Chemist,Health,Mass Customer,N,No,12.0
175,Male,36,1975-11-28 00:00:00,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0
176,Male,39,1992-04-13 00:00:00,Accountant I,Property,Mass Customer,N,No,10.0
177,Female,25,1989-11-09 00:00:00,Professor,Financial Services,High Net Worth,N,No,4.0
178,Male,2,1967-04-03 00:00:00,,,Affluent Customer,N,No,8.0
179,Male,23,1966-05-11 00:00:00,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6.0
180,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0
181,Female,49,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,9.0
182,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0
183,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0
184,Male,40,1971-12-13 00:00:00,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7.0
185,Male,80,1979-12-13 00:00:00,,Property,Mass Customer,N,Yes,13.0
186,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0
187,Male,97,1954-01-28 00:00:00,Structural Engineer,,Mass Customer,N,No,11.0
188,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0
189,Male,73,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0
190,Female,42,1979-02-04 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,10.0
191,Male,22,1960-04-27 00:00:00,Help Desk Operator,,Affluent Customer,N,Yes,6.0
192,Female,2,1978-11-19 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,8.0
193,Male,13,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0
194,Female,4,1974-11-16 00:00:00,Web Developer III,Financial Services,Affluent Customer,N,No,10.0
195,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0
196,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0
197,Female,32,1977-01-27 00:00:00,,,High Net Worth,N,No,5.0
198,Female,82,1981-11-29 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,16.0
199,Female,61,1978-02-13 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,21.0
200,Male,7,1957-02-04 00:00:00,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19.0
201,Male,45,1966-04-20 00:00:00,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0
202,Female,38,1963-06-24 00:00:00,Librarian,Entertainment,Affluent Customer,N,Yes,16.0
203,Male,71,1964-01-13 00:00:00,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11.0
204,Male,56,1976-10-01 00:00:00,Editor,Financial Services,Mass Customer,N,No,5.0
205,Male,18,1958-12-01 00:00:00,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6.0
206,Female,98,1954-07-19 00:00:00,Statistician I,,Mass Customer,N,Yes,14.0
207,Female,9,1994-08-10 00:00:00,,,Mass Customer,N,No,7.0
208,Male,57,1994-10-31 00:00:00,Office Assistant III,Property,High Net Worth,N,No,5.0
209,Male,9,1957-08-28 00:00:00,Analog Circuit Design manager,,Affluent Customer,N,Yes,6.0
210,Male,50,1963-11-18 00:00:00,Assistant Manager,Property,Mass Customer,N,No,18.0
211,Female,6,1974-03-04 00:00:00,VP Marketing,Manufacturing,Mass Customer,N,Yes,5.0
212,Female,21,2001-11-19 00:00:00,Desktop Support Technician,IT,Affluent Customer,N,No,1.0
213,Male,13,1996-05-14 00:00:00,Actuary,Financial Services,High Net Worth,N,Yes,6.0
214,Male,82,1957-11-29 00:00:00,Food Chemist,Health,Mass Customer,N,No,6.0
215,Female,37,1974-06-24 00:00:00,Assistant Professor,Retail,High Net Worth,N,Yes,18.0
216,Female,12,1995-01-12 00:00:00,Quality Engineer,Financial Services,High Net Worth,N,Yes,7.0
217,Female,63,1979-12-09 00:00:00,,Manufacturing,High Net Worth,N,No,16.0
218,Female,37,1993-08-06 00:00:00,Administrative Officer,Property,High Net Worth,N,Yes,8.0
219,Male,9,1964-11-25 00:00:00,Database Administrator III,Health,Mass Customer,N,No,7.0
220,Female,79,1954-05-10 00:00:00,Electrical Engineer,Manufacturing,High Net Worth,N,No,9.0
221,Female,14,1980-03-10 00:00:00,Tax Accountant,Manufacturing,Mass Customer,N,No,14.0
222,Male,89,1978-09-03 00:00:00,Clinical Specialist,Health,Mass Customer,N,No,16.0
223,Male,13,1983-11-26 00:00:00,VP Sales,,Affluent Customer,N,Yes,14.0
224,Male,2,1967-12-03 00:00:00,Compensation Analyst,Financial Services,Affluent Customer,N,No,17.0
225,Female,84,1977-03-11 00:00:00,Pharmacist,Health,Affluent Customer,N,No,13.0
226,Male,96,1977-11-11 00:00:00,Database Administrator IV,Manufacturing,Mass Customer,N,No,20.0
227,Male,99,1973-08-14 00:00:00,Accountant I,Entertainment,Mass Customer,N,No,18.0
228,Female,59,1986-05-25 00:00:00,Systems Administrator II,Manufacturing,High Net Worth,N,No,12.0
229,Male,30,1966-03-06 00:00:00,,Property,High Net Worth,N,No,19.0
230,Female,74,1954-06-24 00:00:00,Internal Auditor,Property,High Net Worth,N,No,11.0
231,Male,48,1995-08-05 00:00:00,Design Engineer,Financial Services,Mass Customer,N,Yes,3.0
232,Female,94,1987-11-11 00:00:00,Professor,Retail,Mass Customer,N,No,12.0
233,Male,34,1986-08-08 00:00:00,Environmental Tech,Property,Mass Customer,N,No,13.0
234,Female,71,1969-08-12 00:00:00,Chief Design Engineer,Retail,High Net Worth,N,No,12.0
235,Female,30,1976-12-26 00:00:00,Social Worker,Health,Mass Customer,N,No,15.0
236,Male,79,1954-10-30 00:00:00,Research Nurse,Health,Affluent Customer,N,No,14.0
237,Male,18,1974-03-07 00:00:00,Account Coordinator,Property,High Net Worth,N,Yes,11.0
238,Male,54,1984-02-04 00:00:00,Programmer III,,Mass Customer,N,Yes,14.0
239,Male,62,1992-12-13 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,3.0
240,Male,49,1989-07-28 00:00:00,Administrative Assistant III,IT,High Net Worth,N,Yes,15.0
241,Male,94,1987-05-09 00:00:00,Quality Engineer,Entertainment,Mass Customer,N,No,20.0
242,Male,17,1992-03-20 00:00:00,Nurse,Property,Affluent Customer,N,No,8.0
243,Female,94,1976-09-02 00:00:00,Teacher,Manufacturing,High Net Worth,N,Yes,14.0
244,Male,57,1974-11-25 00:00:00,,Retail,Affluent Customer,N,No,8.0
245,Female,6,2001-09-26 00:00:00,Associate Professor,Financial Services,Affluent Customer,N,No,1.0
246,Female,63,1991-02-28 00:00:00,Technical Writer,Manufacturing,High Net Worth,N,No,9.0
247,Female,62,1983-05-06 00:00:00,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0
248,Female,76,1978-04-15 00:00:00,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0
249,Male,65,1992-09-13 00:00:00,Quality Control Specialist,IT,High Net Worth,N,No,9.0
250,Male,53,1988-04-15 00:00:00,Legal Assistant,Health,Mass Customer,N,Yes,13.0
251,Female,88,1977-12-24 00:00:00,VP Sales,Financial Services,Affluent Customer,N,Yes,10.0
252,Female,39,1983-01-24 00:00:00,Account Coordinator,Property,Mass Customer,N,Yes,13.0
253,Female,82,1997-05-11 00:00:00,Food Chemist,Health,Mass Customer,N,Yes,1.0
254,Female,98,1961-09-22 00:00:00,Information Systems Manager,Retail,Mass Customer,N,No,14.0
255,Female,2,1954-01-15 00:00:00,Desktop Support Technician,IT,Mass Customer,N,No,5.0
256,Female,16,1975-05-07 00:00:00,Director of Sales,Health,High Net Worth,N,Yes,21.0
257,Female,70,1966-02-08 00:00:00,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19.0
258,Female,24,1992-05-03 00:00:00,Administrative Officer,Manufacturing,High Net Worth,N,No,9.0
259,Female,70,1983-07-22 00:00:00,Senior Developer,Health,High Net Worth,N,Yes,3.0
260,Female,47,1979-08-30 00:00:00,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0
261,Male,74,1977-10-15 00:00:00,Structural Engineer,,Mass Customer,N,No,8.0
262,Male,97,1977-12-23 00:00:00,,Health,High Net Worth,N,Yes,10.0
263,Female,89,1985-11-19 00:00:00,Dental Hygienist,Health,High Net Worth,N,No,7.0
264,Male,31,1977-12-07 00:00:00,Technical Writer,Health,Mass Customer,N,No,11.0
265,Male,74,1965-10-05 00:00:00,Sales Representative,Retail,High Net Worth,N,Yes,18.0
266,Female,69,1989-07-19 00:00:00,Account Executive,Retail,Affluent Customer,N,No,18.0
267,U,53,,,IT,High Net Worth,N,No,
268,Female,60,1978-10-18 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0
269,Male,55,1954-09-19 00:00:00,Nurse Practicioner,Property,Mass Customer,N,Yes,9.0
270,Female,38,1970-12-10 00:00:00,Budget/Accounting Analyst III,,Mass Customer,N,Yes,17.0
271,Female,51,1991-02-13 00:00:00,Financial Advisor,Financial Services,Mass Customer,N,No,4.0
272,Female,22,1987-06-06 00:00:00,Product Engineer,Retail,Mass Customer,N,Yes,1.0
273,Male,54,1963-04-22 00:00:00,Computer Systems Analyst IV,,Mass Customer,N,No,19.0
274,Female,66,1976-09-15 00:00:00,Social Worker,Health,Mass Customer,N,Yes,14.0
275,Male,7,1955-07-27 00:00:00,VP Sales,Health,High Net Worth,N,No,13.0
276,Female,47,1990-03-25 00:00:00,,Financial Services,Mass Customer,N,No,22.0
277,Female,69,1956-02-19 00:00:00,VP Product Management,,High Net Worth,N,No,15.0
278,Male,22,1997-07-30 00:00:00,Executive Secretary,,Affluent Customer,N,Yes,4.0
279,Female,0,1981-09-09 00:00:00,Web Designer I,Manufacturing,Mass Customer,N,No,11.0
280,Male,15,1995-03-22 00:00:00,Geologist I,,Affluent Customer,N,Yes,5.0
281,Female,51,1972-12-27 00:00:00,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
282,Male,82,1989-10-27 00:00:00,VP Quality Control,Argiculture,High Net Worth,N,Yes,11.0
283,Female,34,1991-02-04 00:00:00,Assistant Manager,Retail,Mass Customer,N,No,2.0
284,Male,38,1986-04-11 00:00:00,Financial Analyst,Financial Services,High Net Worth,N,Yes,9.0
285,Female,3,1977-11-19 00:00:00,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12.0
286,Male,99,1989-08-01 00:00:00,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11.0
287,Female,41,1985-05-06 00:00:00,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4.0
288,Male,71,1985-09-08 00:00:00,,Manufacturing,High Net Worth,N,No,9.0
289,Female,43,1970-04-12 00:00:00,Clinical Specialist,Health,High Net Worth,N,No,10.0
290,U,42,,Senior Sales Associate,IT,Mass Customer,N,No,
291,Female,63,1971-10-22 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,4.0
292,Female,42,1961-11-24 00:00:00,VP Product Management,,Affluent Customer,N,Yes,9.0
293,Male,80,1989-12-10 00:00:00,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20.0
